tweet_id,safe_text,label,cleaned_text
9SVBHRNT,Njoying the moment of Life .. ” ) # MMR,positif,njoying moments life .. ” ) # mmr
143HKNUT,"People vaccinate your kid , outbreak happen because people think they will get autism , educate yourself",négatif,"people vaccinate kids , outbreaks happen people think get autism , educate"
T3YBOS2A,Vaccinated my kid yesterday ! RT < user > About 90 % of flu-related pediatric death occur in # those who didn ’ t get a vaccine . # fluvaxstats '',négatif,vaccinated kids yesterday ! rt < user > 90 % flu-related pediatric deaths occur # ’ get vaccine . # fluvaxstats ''
GW6O0IIK,Measles Outbreak : To Vaccinate Or Not Vaccinate < url >,positif,measles outbreak : vaccinate vaccinate < url >
G4G2Z90O,Stick with science ! We do n't want measles back ! # NoWayDrJay,négatif,stick science ! n't want measles back ! # nowaydrjay
ZXHX29G8,Wonder how many measles case are walking around here ... sure are plenty of sick candidate . ( at < user > < url >,positif,wonder many measles cases walking around ... sure plenty sick candidates . ( < user > < url >
26KW1EK6,People have been vaccinated to the truth parroting word out of context they do n't even understand . Bless their heart but c'mon son !,positif,people vaccinated truth parroting words context n't even understand . bless heart c'mon son !
0AT43JXB,< user > < user > < user > < user > < user > < user > there R no double - blind study showing # vaccine work,négatif,< user > < user > < user > < user > < user > < user > r double - blind studies showing # vaccines work
X0CEWU6B,... Yo $ 1.00 Mugs < user > Nuff Said ... # mmr # mixmasterrod # follow # photobomb # picsoftheday # splat… < url >,positif,... yo $ 1.00 mugs < user > nuff said ... # mmr # mixmasterrod # follow # photobomb # picsoftheday # splat… < url >
8C0ZOC06,Measles Cases in Ventura County Prompt Vaccination Advisory : Two visitor from Europe are suspected of falling ... < url >,négatif,measles cases ventura county prompt vaccination advisory : two visitors europe suspected falling ... < url >
QSB8FH4B,< user > I will never understand why parent do n't get kid vaccinated . ..,négatif,< user > never understand parents n't get kids vaccinated . ..
42XGM3E5,Come and pray in our MMR Marian Gardens . < url >,positif,come pray mmr marian gardens . < url >
3NJACDTA,just watched a MMR truck hit a cat . you bastereds,positif,watched mmr truck hit cat . bastereds
B9TKXN54,"We do n't know what cause autism , but we do know vaccine do n't . < url >",négatif,"n't know causes autism , know vaccines n't . < url >"
9645UV58,Do not ask ! What are all those bump doing on me ? I already had shingle and chicken pox and measles . < url >,positif,ask ! bumps ? already shingles chicken pox measles . < url >
EFT3NX4Q,< user > # frnw I doubt immunity will open lip with truth from Lerner,positif,< user > # frnw doubt immunity open lips truth lerner
WN73MQPZ,< user > < user > < user > Injuries & amp ; death from # HPV # vaccine Here 's 1 article out of many from a simple Google search < url >,négatif,< user > < user > < user > injuries & amp ; death # hpv # vaccine 's 1 article many simple google search < url >
N5ZJP1RP,< user > What 's been the increase in reported measles and TB for the past five year ?,positif,< user > 's increase reported measles tb past five years ?
HBNIKUNJ,"2 baby die , 29 sickened from bad vaccine in south Mexico : Mexico 's public health system ha suspended infant… < url >",positif,"2 babies die , 29 sickened bad vaccines south mexico : mexico 's public health system suspended infant… < url >"
23MHUE8S,MMR x DB @ DE $ IGNER < url >,positif,mmr x db @ de $ igner < url >
E3ZXRHQJ,Some say this Brooklyn is biggie ? Mogul Presents Franchise Liaison Problems ( Official Video ) # MMR < url >,positif,say brooklyn biggie ? mogul presents franchise liaison problems ( official video ) # mmr < url >
517OP4VW,Measles case at 18-year high because parent are failing to get child vaccinated < url >,négatif,measles cases 18-year high parents failing get children vaccinated < url >
GWKCININ,Worried about the # measles outbreak ? Local doctor answer your question 4-630pm < url > Click : < url > # KPRC2,positif,worried # measles outbreak ? local doctors answer questions 4-630pm < url > click : < url > # kprc2
XKA5W2SJ,"`` If you take this toxin or vaccine , you 'll get cancer , or autism and you wo n't like hug ... '' # thefence # timminchin # everythingischemical",négatif,"`` take toxin vaccine , 'll get cancer , autism wo n't like hugs ... '' # thefence # timminchin # everythingischemical"
PQ2UCYTR,"Ya ready con < user > pala caravana de # houston , texas saludos a too # tura y un gran abrazo # MMR and # MBC < user > < user > # TED",positif,"ya ready con < user > pala caravana de # houston , texas saludos # tura un gran abrazo # mmr # mbc < user > < user > # ted"
9BX8QTSP,Pissed that I have to have a blood test to see if my measles vaccine is still good . Idiot parent who do n't vaccinate should be punished .,négatif,pissed blood test see measles vaccine still good . idiot parents n't vaccinate punished .
GIES63NS,"< url > All the taxpayer money wasted at CDC , Canada come up with vaccine . Pitiful",positif,"< url > taxpayer money wasted cdc , canada comes vaccine . pitiful"
NH3YCR4A,`` MMR Meets Bliss '' ThurSday AUGUST 20 # Ladiesfree until 11 < user > < user > # Hot97… < url >,positif,`` mmr meets bliss '' thursday august 20 # ladiesfree 11 < user > < user > # hot97… < url >
4EO8JMLR,< user > I ca n't . My brother had an awful reaction . And my friend child developed autism after her first vaccine .,négatif,< user > ca n't . brother awful reaction . friends child developed autism first vaccines .
56PZ723Q,S2295 [ NEW ] Department Of Health -- immunization < url >,positif,s2295 [ new ] department health -- immunizations < url >
09GPK821,# Vaccinations are important RT < user > Measles case in California outbreak keep rising — now at almost 80 . < url >,négatif,# vaccinations important rt < user > measles cases california outbreak keep rising — almost 80 . < url >
X2HCP5BY,"Cat vomit , toddler tantrum , Kindergarten party with 20 kid , patching up scrape & amp ; writing about measles & amp ; religion # thisday",positif,"cat vomit , toddler tantrums , kindergarten party 20 kids , patching scrapes & amp ; writing measles & amp ; religion # thisday"
RZXDHC3F,"< user > # THEMEASLES . I had what I think wa the 3 day measles a a child , should I be concernedI am now 56 yr old .",positif,"< user > # themeasles . think 3 day measles child , concernedi 56 yrs old ."
2SDPRLOQ,An aid vaccine wa created at Oregon Health & amp ; Science University that supposed to completely clear the virus from your system . 👏👏👏👏👏👏👏👏👏,négatif,aids vaccine created oregon health & amp ; science university supposed completely clear virus system . 👏👏👏👏👏👏👏👏👏
W6NZQ79A,Parents Warned That Vaccinating Kids May Turn Them Gay < url > via < user >,négatif,parents warned vaccinating kids may turn gay < url > via < user >
JPKBF80L,< user > -you need to ask what % of measles outbreak are illegals-where they fit in epidemic chain-near the beginning ? ?,positif,< user > -you need ask % measles outbreak illegals-where fit epidemic chain-near beginning ? ?
WTDUUR6U,if I take my kid to the playground & amp ; they get the measles because another parent wo n't get their kid vaccinated I 'm busting heads😒,négatif,take kids playground & amp ; get measles another parent wo n't get kids vaccinated 'm busting heads😒
P435P6BD,SB383 [ Enroll ] Providing immunity from civil and criminal liability to certain health care provider for performi ... < url >,positif,sb383 [ enroll ] providing immunity civil criminal liability certain health care providers performi ... < url >
A7FBR4HP,Gov . Christie : Parents Should Have Some Choice On Whether Or Not To Vaccinate Their Kids < url >,positif,gov . christie : parents choice whether vaccinate kids < url >
9LPSJP37,`` Love is like the measles ; we all have to go through it . Also like the measles we take it only once . '' ✌☺goodnight ' < url >,positif,`` love like measles ; go . also like measles take . '' ✌☺goodnight ' < url >
KZNC5EAU,“ < user > Father of Boy With Leukemia Asks California School Officials to Bar Unvaccinated Students < url > # vaccineswork,négatif,“ < user > father boy leukemia asks california school officials bar unvaccinated students < url > # vaccineswork
VQNBWJ98,"< user > And , yes , I 'll take my vaccine & amp ; please keep ur unvaccinated kid away from mine . Go live in ur paranoia-filled cave .",négatif,"< user > , yes , 'll take vaccines & amp ; please keep ur unvaccinated kids away mine . go live ur paranoia-filled cave ."
IBZVIHDH,< user > simple . Vaccinate your kid . The end .,négatif,< user > simple . vaccinate kids . end .
31C9X43I,New Measles Cases Confirmed In San Mateo And Marin Counties < url >,positif,new measles cases confirmed san mateo marin counties < url >
45CP42PH,Dr. Nicole Bates : Imagine global health policy a a system . # vaccineswork,négatif,dr. nicole bates : imagine global health policy system . # vaccineswork
2VW3QD48,< user > YAS ! The argument for it not being medically necessary to vaccinate a child relies solely on everyone else vaccinating theirs .,négatif,< user > yas ! argument medically necessary vaccinate child relies solely everyone else vaccinating .
8D0S1A3J,"Pete Carroll , you just blew the Super Bowl ! What are you going to do now ? `` I 'm going to Disneyland and catch the Measles . ''",positif,"pete carroll , blew super bowl ! going ? `` 'm going disneyland catch measles . ''"
4Q1ROWZD,“ < user > # NYC # Measles Outbreak Spreads to Lower East Side ... < url >,positif,“ < user > # nyc # measles outbreak spreads lower east side ... < url >
OJIEWR86,California lawmaker aim to limit vaccine exemption < url >,négatif,california lawmakers aim limit vaccine exemptions < url >
5E6K6TMU,# NBC5CHicago how do we get full disclosure a to measles kid whereabouts for the past week ?,positif,# nbc5chicago get full disclosure measles kids whereabouts past weeks ?
74KPLH9B,Had a fuckn ball wit < user > n the whole MMR team i hate to leave but i got to go until next time im out,positif,fuckn ball wit < user > n whole mmr team hate leave got go next time im
NVCCZG1T,< user > < user > < user > < user > < user > I survived # measles & amp ; now have a lifetime of natural immunity,positif,< user > < user > < user > < user > < user > survived # measles & amp ; lifetime natural immunity
JCOCSHFB,Measles outbreak in AZ monitored locally : Health worker in Colorado are monitoring development in Arizona after… < url >,positif,measles outbreak az monitored locally : health workers colorado monitoring developments arizona after… < url >
C1BQSBKZ,Autism Family Losing Our Home . Click to Donate : < url > via < user > # autism # autismawareness # vaccine injury,positif,autism family losing home . click donate : < url > via < user > # autism # autismawareness # vaccine injury
